ticket_id,venue_name,venue_type,state,issue_category,priority,created_date,resolved_date,response_time_hrs,resolution_time_hrs,csat_score,assigned_agent
TICK1423,"Myers, Vazquez and Simpson",Cafe,QLD,Technical Issue,High,2024-08-31,2024-09-07,6.3,54.7,1.0,Sarah.L
TICK1424,Hernandez and Sons,Pub,WA,Integrations,Low,2024-03-31,2024-04-06,9.7,63.5,3.0,Tom.R
TICK1425,Ellis PLC,Cafe,SA,Payments,Low,2024-11-17,2024-11-21,10.9,27.1,1.0,John.S
tick1426,Crawford and Sons,Pub,ACT,Menu Upload,Medium,2024-04-11,2024-04-12,3.0,65.4,4.0,Emily.T
TICK1427,Hester and Sons,Cafe,WA,Integrations,Medium,2025-01-16,2025-01-22,5.3,18.6,2.0,Mike.D
TICK1428,"Mendez, Wright and Matthews",Cafe,NT,Menu Upload,Medium,2024-05-06,2024-05-09,6.6,69.9,1.0,Mike.D
TICK1429,Larson Inc,Pub,VIC,POS Connection,Medium,2024-08-14,2024-08-18,1.1,54.1,1.0,John.S
TICK1430,Martin PLC,Pub,NT,Menu Upload,High,2024-06-01,2024-06-02,10.1,18.7,,Mike.D
TICK1431,Fischer Ltd,Pub,ACT,Payments,High,2024-08-08,2024-08-12,10.4,37.2,,Tom.R
TICK1432,"Mann, Young and Roberts",Bar,TAS,Payments,High,2025-02-25,2025-03-02,9.6,60.2,4.0,Mike.D
TICK1433,Martin Ltd,Pub,ACT,POS Connection,Low,2025-01-06,2025-01-09,2.8,46.9,,Tom.R
TICK1434,"Mendoza, Mendoza and Ray",Restaurant,NT,POS Connection,Medium,2025-01-05,2025-01-11,5.0,36.5,5.0,John.S
TICK1435,"Brock, Martin and Lopez",Pub,VIC,Integrations,Low,2024-07-14,2024-07-19,9.4,29.6,5.0,John.S
TICK1436,"Tran, Olson and Rivas",Pub,NT,POS Connection,Medium,2024-06-22,2024-06-24,7.7,70.9,4.0,Mike.D
TICK1437,Hutchinson-Meyer,Pub,ACT,POS Connection,High,2024-10-06,2024-10-08,11.0,57.2,,Mike.D
TICK1438,"Figueroa, Baker and Smith",Bar,TAS,Technical Issue,Medium,2024-04-11,2024-04-16,2.2,37.7,1.0,John.S
TICK1439,Nash Group,Restaurant,NSW,POS Connection,Medium,2024-05-31,2024-06-05,9.6,51.4,1.0,John.S
TICK1440,"Martinez, Turner and Duran",Pub,NT,Integrations,High,2024-12-08,2024-12-15,11.2,37.9,5.0,Emily.T
TICK1441,Hodge LLC,Bar,NSW,POS Connection,High,2024-08-26,2024-08-30,7.4,61.8,,Emily.T
TICK1442,Martin-Hamilton,Bar,NT,POS Connection,High,2024-05-05,2024-05-09,11.4,36.7,,Sarah.L
TICK1443,Padilla Ltd,Restaurant,SA,POS Connection,High,2024-03-26,2024-03-31,5.4,56.7,1.0,Tom.R
TICK1444,"Doyle, Miller and Bush",Pub,SA,Integrations,Medium,2025-01-08,2025-01-12,11.6,45.2,1.0,Mike.D
TICK1445,Rodriguez Inc,Restaurant,VIC,Payments,Low,2024-09-03,2024-09-09,10.9,46.0,4.0,Mike.D
TICK1446,"Warren, Ramirez and Blanchard",Bar,QLD,Technical Issue,Low,2024-03-30,2024-03-31,1.7,17.2,,Mike.D
TICK1447,"Ferguson, Burns and Michael",Pub,QLD,POS Connection,High,2024-06-12,2024-06-17,8.1,21.4,2.0,Sarah.L
TICK1448,Wagner-Copeland,Bar,NSW,Payments,Medium,2024-05-22,2024-05-24,6.3,23.7,4.0,Mike.D
TICK1449,Jones-Martinez,Bar,ACT,Payments,Medium,2024-09-19,2024-09-26,2.2,62.7,4.0,Sarah.L
TICK1450,Rhodes-Richardson,Bar,WA,Integrations,Medium,2024-04-28,2024-05-03,11.1,39.3,5.0,Sarah.L
TICK1451,Hall-Kim,Bar,VIC,Payments,Medium,2024-08-15,2024-08-20,2.3,61.6,4.0,Emily.T
TICK1452,Neal Group,Bar,NT,POS Connection,Medium,2024-06-05,2024-06-07,9.9,24.7,2.0,Mike.D
TICK1453,"Adams, Hogan and Johnson",Pub,NT,Menu Upload,Low,2024-07-26,2024-07-29,6.6,12.1,3.0,John.S
TICK1454,"Robinson, Shields and Diaz",Pub,NT,Menu Upload,High,2024-08-08,2024-08-14,3.1,37.5,2.0,Tom.R
TICK1455,Williams Ltd,Bar,VIC,Menu Upload,High,2024-04-07,2024-04-09,1.1,21.6,3.0,John.S
TICK1456,"Carter, Eaton and Mason",Cafe,NT,Technical Issue,Low,2024-03-13,2024-03-16,6.9,62.8,2.0,Tom.R
TICK1457,Smith-Scott,Cafe,SA,POS Connection,Low,2024-12-18,2024-12-24,2.5,16.7,,Sarah.L
TICK1458,Terry LLC,Cafe,NT,Payments,Medium,2024-06-26,2024-06-27,6.6,71.6,,John.S
TICK1459,Rush and Sons,Restaurant,WA,Technical Issue,Low,2024-09-27,2024-09-30,7.8,34.2,1.0,Sarah.L
TICK1460,Moore LLC,Bar,VIC,Menu Upload,Low,2024-11-21,2024-11-26,2.1,54.8,,Emily.T
TICK1461,Haynes and Sons,Cafe,SA,Payments,Medium,2025-01-17,2025-01-24,4.9,58.9,4.0,Tom.R
TICK1462,Gonzalez PLC,Cafe,VIC,Integrations,Low,2024-07-03,2024-07-04,3.4,38.3,5.0,Sarah.L
TICK1463,Clark-Crawford,Bar,SA,Integrations,High,2024-06-08,2024-06-13,8.9,60.5,3.0,Mike.D
TICK1464,Navarro and Sons  ,Cafe,NSW,Payments,Medium,2025-02-19,2025-02-22,10.4,37.2,3.0,John.S
TICK1465,Cole-Green,Bar,VIC,Integrations,High,2024-03-09,2024-03-15,1.4,29.0,4.0,Emily.T
TICK1466,"Collier, Hunt and Scott",Cafe,WA,Menu Upload,,2024-07-28,2024-08-02,6.1,43.8,,Emily.T
TICK1467,Rivera-Bailey,Bar,NT,Payments,Medium,2024-12-25,2024-12-30,6.0,16.7,1.0,John.S
TICK1468,"Ingram, Johnston and Taylor",Restaurant,TAS,Technical Issue,Medium,2025-02-05,2025-02-07,2.3,47.6,1.0,John.S
TICK1469,Cole-Wilson,Restaurant,VIC,Integrations,Medium,2024-11-13,2024-11-16,7.9,26.3,1.0,Mike.D
TICK1470,"Parks, Ball and Bell",Bar,QLD,Technical Issue,Medium,2024-05-15,2024-05-22,6.1,21.7,2.0,John.S
TICK1471,Williams-Howell,Restaurant,TAS,Payments,Medium,2024-11-30,2024-12-03,4.1,24.1,2.0,Emily.T
TICK1472,Ramos Ltd,Restaurant,TAS,Integrations,Medium,2024-06-01,2024-06-05,4.4,58.9,1.0,Tom.R
TICK1473,Torres-Duran,Cafe,SA,Payments,Medium,2024-04-02,2024-04-07,8.6,51.6,2.0,Mike.D
TICK1474,Mann-Watson,Cafe,VIC,Payments,Medium,2024-12-13,2024-12-15,6.4,33.4,1.0,Tom.R
TICK1475,Butler-Heath,Restaurant,QLD,Menu Upload,Low,2024-10-21,2024-10-22,5.9,15.8,2.0,Emily.T
TICK1476,"Thompson, Scott and Jones",Restaurant,WA,Integrations,,2024-05-19,2024-05-23,3.8,55.0,4.0,Tom.R
TICK1477,Chandler-Oconnor,Cafe,TAS,Payments,Medium,2024-06-10,2024-06-11,12.0,10.5,,Mike.D
tick1478,Grant Group,Bar,NSW,Menu Upload,High,2024-03-21,2024-03-28,7.3,47.4,2.0,Tom.R
TICK1479,Reynolds PLC,Restaurant,VIC,Payments,High,2024-05-05,2024-05-11,3.4,67.5,3.0,John.S
TICK1480,Wilson-Carter,Restaurant,NSW,Technical Issue,High,2024-07-19,2024-07-23,6.3,18.1,2.0,Sarah.L
TICK1481,"Smith, Cole and Burton",Restaurant,ACT,Payments,Medium,2024-03-16,2024-03-18,4.3,24.2,5.0,Mike.D
TICK1482,"Leon, Clay and Orr",Pub,TAS,Payments,High,2024-11-26,2024-11-28,4.7,62.9,,John.S
TICK1483,"Glenn, Miller and Holder",Cafe,NSW,Payments,High,2024-03-30,2024-04-06,10.1,13.9,4.0,Tom.R
TICK1484,"Becker, Villarreal and Lewis",Pub,NSW,Integrations,High,2024-04-12,2024-04-14,9.6,63.3,1.0,Tom.R
TICK1485,Murphy-Garcia,Restaurant,TAS,Technical Issue,Medium,2024-11-21,2024-11-26,7.2,19.6,3.0,John.S
TICK1486,Long-Raymond,Cafe,NSW,Technical Issue,Medium,2024-04-29,2024-05-04,1.5,23.7,4.0,Mike.D
TICK1487,Hopkins LLC,Restaurant,WA,Technical Issue,Medium,2024-07-30,2024-08-03,5.3,18.1,,Sarah.L
TICK1488,Riley-Sanchez,Restaurant,WA,Technical Issue,Low,2025-01-08,2025-01-12,3.0,47.6,3.0,Mike.D
TICK1489,"Woodard, Wilson and Vazquez",Bar,NT,Payments,High,2024-06-07,2024-06-10,2.2,65.0,2.0,Mike.D
TICK1490,Peterson PLC,Restaurant,SA,Menu Upload,Low,2024-11-27,2024-12-03,3.6,50.2,2.0,Mike.D
TICK1491,"Perez, Brennan and Rodriguez  ",Restaurant,TAS,Technical Issue,High,2024-09-15,2024-09-20,10.6,48.5,4.0,John.S
TICK1492,Miller and Sons,Restaurant,QLD,POS Connection,Medium,2025-01-01,2025-01-02,11.4,12.0,1.0,Tom.R
TICK1493,"Barnes, Kim and Edwards",Restaurant,ACT,POS Connection,High,2024-08-11,2024-08-17,2.8,37.1,4.0,Sarah.L
TICK1494,Maxwell LLC,Cafe,NSW,Payments,Medium,2024-07-29,2024-08-02,9.3,54.0,3.0,Sarah.L
TICK1495,Brown-Evans,Cafe,NSW,POS Connection,High,2025-01-04,2025-01-07,2.6,46.8,3.0,Mike.D
TICK1496,Adams PLC,Restaurant,NSW,POS Connection,High,2025-01-11,2025-01-15,1.3,14.5,5.0,John.S
TICK1497,Gonzalez-Durham,Cafe,NT,POS Connection,Medium,2024-09-07,2024-09-08,11.3,69.3,1.0,Mike.D
TICK1498,"Jacobs, Martinez and Robbins",Cafe,NT,Technical Issue,Medium,2024-05-11,2024-05-12,3.7,18.7,4.0,Mike.D
TICK1499,Curtis PLC,Restaurant,NSW,Menu Upload,High,2025-02-01,2025-02-02,5.3,60.0,1.0,Mike.D
TICK1500,Stewart-Singleton,Pub,ACT,Technical Issue,Medium,2024-03-18,2024-03-25,6.4,23.2,2.0,Mike.D
TICK1501,Goodwin-Hoffman,Bar,NT,Payments,Medium,2024-07-13,2024-07-19,2.2,70.2,1.0,Emily.T
TICK1502,Meyer LLC,Cafe,VIC,Menu Upload,Low,2024-09-01,2024-09-05,8.1,49.2,3.0,Emily.T
TICK1503,Morris-Smith  ,Cafe,NSW,POS Connection,High,2024-03-27,2024-03-30,10.4,30.7,3.0,Mike.D
TICK1504,Becker-Williams,Bar,QLD,Technical Issue,High,2024-05-21,2024-05-28,1.2,64.7,5.0,Mike.D
TICK1505,Spencer-Reid,Bar,TAS,Integrations,Medium,2024-05-04,2024-05-07,1.2,31.1,5.0,Tom.R
TICK1506,"Schwartz, Logan and George",Cafe,QLD,Technical Issue,High,2024-08-21,2024-08-23,9.9,12.7,3.0,Emily.T
TICK1507,"Castillo, Morales and Meyer",Pub,NT,Menu Upload,Medium,2024-08-27,2024-08-29,11.0,18.8,3.0,Mike.D
TICK1508,Williams-Neal,Cafe,NT,Integrations,Low,2024-11-21,2024-11-25,2.5,41.7,3.0,Sarah.L
TICK1509,Franklin-Ross,Cafe,WA,POS Connection,Medium,2024-06-06,2024-06-07,2.3,30.0,5.0,Emily.T
TICK1510,Estrada Inc,Restaurant,ACT,Integrations,Medium,2024-04-06,2024-04-12,11.1,62.9,1.0,John.S
TICK1511,"Simpson, Davis and Evans  ",Cafe,NSW,Technical Issue,Medium,2024-07-22,2024-07-28,6.3,29.1,,Emily.T
TICK1512,Ashley-Wagner,Restaurant,NT,Technical Issue,Medium,2024-06-08,2024-06-13,11.0,57.1,5.0,John.S
TICK1513,"Foley, Murphy and Brown",Cafe,WA,Integrations,High,2024-07-19,2024-07-21,1.5,21.9,4.0,Emily.T
TICK1514,Murphy-Dawson,Restaurant,VIC,POS Connection,High,2024-12-12,2024-12-18,3.7,60.0,2.0,Emily.T
TICK1515,"Jimenez, Rodriguez and Morgan",Pub,SA,POS Connection,High,2025-02-13,2025-02-18,2.5,34.4,4.0,Tom.R
tick1516,Garza-Jones,Restaurant,WA,POS Connection,Medium,2024-05-02,2024-05-09,5.4,19.1,4.0,Sarah.L
TICK1517,Jackson-Wood,Restaurant,NSW,Menu Upload,Low,2025-03-01,2025-03-05,1.1,63.4,5.0,John.S
TICK1518,"Miller, Newman and Garcia",Cafe,TAS,POS Connection,High,2024-05-13,2024-05-17,8.0,68.4,5.0,John.S
TICK1519,Bowen and Sons,Restaurant,ACT,Integrations,Medium,2024-05-30,2024-06-02,1.7,24.0,1.0,Tom.R
TICK1520,"Hudson, Miller and Berry",Restaurant,NSW,Payments,Medium,2024-11-10,2024-11-11,4.0,16.1,4.0,Emily.T
TICK1521,King-Le,Restaurant,TAS,Technical Issue,High,2024-12-22,2024-12-23,2.7,10.2,5.0,John.S
TICK1522,Sellers-Stone,Restaurant,QLD,POS Connection,Medium,2024-06-06,2024-06-12,10.1,19.8,5.0,Mike.D
TICK1523,Wise-Ochoa,Bar,NSW,Technical Issue,Medium,2024-10-13,2024-10-17,6.7,47.1,,Emily.T
tick1524,Rivers LLC,Pub,NSW,POS Connection,High,2024-06-15,2024-06-19,9.5,11.4,1.0,Emily.T
TICK1525,Leblanc and Sons,Bar,ACT,Integrations,Low,2025-02-27,2025-03-01,8.1,67.6,3.0,Mike.D
TICK1526,Thompson-Wallace,Bar,ACT,Menu Upload,Low,2024-11-24,2024-11-26,9.9,57.1,1.0,Mike.D
TICK1527,"French, Johnson and Arnold",Cafe,NSW,Payments,Low,2024-04-14,2024-04-16,5.7,12.6,4.0,Emily.T
tick1528,"Watkins, Arnold and Reed",Pub,QLD,Payments,Medium,2024-11-16,2024-11-23,11.7,23.8,2.0,Emily.T
TICK1529,Fuller LLC,Bar,WA,Menu Upload,Low,2024-09-29,2024-10-02,2.0,58.5,2.0,Tom.R
TICK1530,"Gibson, Mckenzie and Perez",Pub,ACT,Technical Issue,High,2024-07-03,2024-07-05,4.0,62.5,3.0,John.S
TICK1531,"Mcbride, Williams and Edwards",Bar,TAS,POS Connection,Medium,2024-12-19,2024-12-25,11.5,68.5,1.0,Emily.T
TICK1532,"Williams, Matthews and Colon",Restaurant,NSW,Technical Issue,Low,2024-12-03,2024-12-08,6.3,27.4,,Sarah.L
TICK1533,Rice-Joseph,Cafe,NSW,Technical Issue,High,2024-09-27,2024-09-30,8.2,46.4,4.0,Mike.D
TICK1534,Smith-Smith,Pub,ACT,Menu Upload,Low,2024-11-30,2024-12-05,9.5,26.6,4.0,Tom.R
TICK1535,Crosby Inc,Pub,NSW,Technical Issue,High,2024-09-22,2024-09-23,2.3,71.8,1.0,Mike.D
TICK1536,Hayes-Long,Cafe,QLD,POS Connection,Medium,2024-04-12,2024-04-19,2.8,31.4,2.0,John.S
TICK1537,Ballard-Carr,Pub,VIC,Integrations,Medium,2024-06-17,2024-06-21,5.9,54.8,5.0,Tom.R
TICK1538,Owens-Cabrera,Pub,WA,Payments,High,2024-03-27,2024-03-28,10.3,39.0,3.0,Mike.D
TICK1539,Lee PLC,Bar,NT,Integrations,Medium,2024-05-21,2024-05-22,9.2,49.9,4.0,Mike.D
tick1540,Jimenez-Rubio,Restaurant,NSW,Integrations,High,2024-03-15,2024-03-22,2.8,40.0,,John.S
TICK1541,Perez-Anderson,Pub,NSW,Payments,High,2024-07-20,2024-07-21,2.0,46.6,2.0,Emily.T
TICK1542,"Koch, Daniel and Bowman",Pub,SA,Technical Issue,Medium,2025-01-20,2025-01-27,4.3,24.6,5.0,Mike.D
TICK1543,"Jones, Salas and Malone",Bar,ACT,Menu Upload,High,2025-01-01,2025-01-07,4.5,43.1,,Mike.D
TICK1544,"Wagner, Mitchell and Conner",Restaurant,WA,Payments,Low,2025-01-08,2025-01-09,1.1,28.6,3.0,Tom.R
TICK1545,Nguyen PLC,Cafe,NT,Integrations,High,2024-10-01,2024-10-08,6.8,68.5,2.0,Sarah.L
TICK1546,"Walsh, Tate and Mcmahon",Pub,TAS,POS Connection,Medium,2024-05-04,2024-05-05,5.2,42.8,3.0,John.S
TICK1547,Acevedo-Frazier,Bar,WA,Menu Upload,High,2024-11-07,2024-11-11,2.5,10.3,5.0,John.S
TICK1548,Griffin and Sons,Bar,ACT,Menu Upload,Medium,2024-06-01,2024-06-02,8.0,43.1,,John.S
TICK1549,Robinson-Esparza,Bar,ACT,Integrations,High,2024-03-06,2024-03-07,7.6,50.4,1.0,Sarah.L
TICK1550,"Sutton, Robinson and Brown",Restaurant,SA,Technical Issue,Medium,2024-05-20,2024-05-25,5.6,69.8,4.0,Emily.T
TICK1551,Bird-Moon,Bar,QLD,Integrations,Medium,2024-04-07,2024-04-08,10.0,26.8,4.0,Mike.D
TICK1552,Leach Group,Restaurant,VIC,Menu Upload,Medium,2025-03-02,2025-03-04,6.5,54.3,4.0,Tom.R
TICK1553,Murphy Ltd,Pub,WA,Menu Upload,High,2024-08-12,2024-08-19,4.1,58.6,5.0,John.S
TICK1554,Smith-Smith,Pub,SA,Payments,Low,2025-02-07,2025-02-08,3.7,10.5,3.0,Tom.R
TICK1555,Lawrence-Hawkins,Pub,SA,Technical Issue,Medium,2024-08-27,2024-08-28,6.3,14.3,3.0,Tom.R
TICK1556,Garcia and Sons,Restaurant,SA,POS Connection,Low,2024-03-18,2024-03-21,1.4,46.1,1.0,Tom.R
TICK1557,"Smith, Gonzales and Nguyen",Bar,SA,Payments,High,2024-10-12,2024-10-13,1.5,40.3,3.0,John.S
TICK1558,"Bennett, Webb and Delgado",Pub,NT,Payments,High,2024-05-28,2024-05-30,4.3,38.7,3.0,Sarah.L
TICK1559,Bryant PLC,Restaurant,TAS,POS Connection,Medium,2024-07-25,2024-07-30,1.2,22.6,3.0,Mike.D
TICK1560,Berry-Kaufman,Restaurant,SA,Menu Upload,Medium,2024-07-18,2024-07-22,7.1,10.4,2.0,John.S
TICK1561,Kirk PLC,Pub,VIC,Technical Issue,Medium,2025-01-13,2025-01-19,8.0,54.6,2.0,Emily.T
TICK1562,Carey-Rich,Bar,NT,Technical Issue,High,2024-04-02,2024-04-07,10.5,50.9,4.0,Tom.R
TICK1563,"Ramos, Phillips and Thomas",Cafe,ACT,Menu Upload,High,2024-07-24,2024-07-29,8.0,64.7,3.0,Tom.R
TICK1564,"Moyer, Ward and Smith  ",Cafe,NT,POS Connection,High,2024-07-10,2024-07-13,4.8,48.4,4.0,Sarah.L
TICK1565,Nunez-Jensen,Bar,TAS,Integrations,Low,2025-01-01,2025-01-04,2.4,57.0,1.0,Emily.T
TICK1566,Ward-Andrews,Restaurant,NSW,Payments,Low,2024-11-04,2024-11-09,8.4,29.0,2.0,Emily.T
TICK1567,"Burgess, Martinez and Robertson",Pub,NT,Payments,High,2024-09-01,2024-09-07,5.9,55.2,5.0,John.S
TICK1568,"Webster, Conrad and Lewis",Cafe,NSW,Menu Upload,Medium,2024-09-01,2024-09-08,1.8,33.6,1.0,John.S
TICK1569,Zimmerman-Miles,Pub,QLD,Technical Issue,Medium,2024-03-30,2024-04-06,3.9,38.0,5.0,Mike.D
TICK1570,"Perry, Koch and Payne",Bar,NT,Technical Issue,Medium,2024-10-17,2024-10-21,4.1,28.9,2.0,John.S
TICK1571,Robinson-Smith,Cafe,WA,POS Connection,Medium,2025-02-26,2025-03-01,7.2,33.9,5.0,Mike.D
TICK1572,James-Irwin,Pub,ACT,Integrations,High,2024-05-22,2024-05-29,2.7,22.5,1.0,Sarah.L
TICK1573,Guzman LLC,Cafe,NT,Menu Upload,Low,2024-05-02,2024-05-06,7.3,65.6,3.0,Sarah.L
TICK1574,Bernard-Rasmussen,Restaurant,WA,Integrations,High,2024-05-04,2024-05-08,3.4,39.3,,Emily.T
TICK1575,Mccarty Inc,Bar,VIC,Integrations,Medium,2024-07-14,2024-07-15,9.9,22.5,2.0,Mike.D
TICK1576,"Parker, Joseph and Tate",Restaurant,QLD,Payments,Medium,2024-05-08,2024-05-10,3.5,43.7,1.0,Mike.D
TICK1577,Reese-Brown,Pub,WA,Menu Upload,Low,2024-06-11,2024-06-15,1.4,68.5,1.0,Sarah.L
TICK1578,Shelton PLC,Pub,NSW,Payments,Low,2024-12-14,2024-12-16,10.4,55.6,5.0,Mike.D
TICK1579,Hamilton Ltd,Restaurant,SA,Payments,High,2024-08-11,2024-08-13,9.8,66.2,,Tom.R
TICK1580,Banks-Lucas,Cafe,VIC,Menu Upload,High,2024-06-26,2024-06-27,3.9,19.5,3.0,Sarah.L
TICK1581,"Simon, Padilla and James",Restaurant,VIC,Payments,Medium,2024-06-13,2024-06-19,10.2,43.0,5.0,John.S
TICK1582,Lawrence Inc,Cafe,WA,Menu Upload,Low,2025-01-30,2025-02-06,6.9,51.7,3.0,Emily.T
TICK1583,"Schneider, Lawrence and Lane",Pub,ACT,Technical Issue,Medium,2024-10-19,2024-10-26,10.1,39.7,1.0,Tom.R
TICK1584,"Ramirez, Stevenson and James",Cafe,SA,Payments,High,2024-03-26,2024-04-01,7.6,65.8,3.0,Emily.T
TICK1585,Moore-Pacheco,Cafe,QLD,Technical Issue,Medium,2024-05-20,2024-05-27,6.9,53.2,5.0,Tom.R
TICK1586,"Thornton, Rodriguez and White",Bar,SA,Technical Issue,Medium,2024-03-07,2024-03-14,4.8,15.0,,Emily.T
TICK1587,"Smith, Harris and Holloway",Cafe,WA,Payments,Low,2024-04-16,2024-04-22,3.0,56.5,2.0,Mike.D
TICK1588,"Rodriguez, Giles and Howell",Restaurant,NSW,POS Connection,High,2025-02-18,2025-02-22,11.5,41.6,2.0,John.S
TICK1589,Roberts LLC,Restaurant,ACT,POS Connection,Medium,2024-10-26,2024-10-29,1.7,15.3,5.0,Mike.D
TICK1590,"Parker, Moore and Maxwell",Restaurant,WA,Technical Issue,Low,2024-09-11,2024-09-12,6.8,30.7,,Tom.R
TICK1591,Carter-Zimmerman,Bar,WA,Integrations,Medium,2024-06-25,2024-06-27,9.4,12.6,2.0,Emily.T
TICK1592,Mata Ltd,Cafe,TAS,Integrations,Medium,2024-10-20,2024-10-24,7.5,51.4,4.0,Mike.D
TICK1593,Davis-Holmes,Restaurant,SA,Integrations,Low,2024-05-22,2024-05-25,7.6,55.9,5.0,Tom.R
TICK1594,"Soto, Tucker and Adams  ",Bar,NSW,Technical Issue,Medium,2024-08-14,2024-08-15,2.4,16.8,2.0,Sarah.L
TICK1595,Roberts-Lee,Bar,NT,Integrations,Medium,2024-05-03,2024-05-07,7.5,45.9,2.0,John.S
TICK1596,Wilson-Haley,Bar,SA,Technical Issue,Medium,2024-10-14,2024-10-19,11.0,45.8,,Tom.R
TICK1597,Taylor LLC,Cafe,VIC,Technical Issue,Medium,2024-03-19,2024-03-23,10.9,26.0,4.0,Emily.T
TICK1598,Logan-Briggs,Pub,TAS,Technical Issue,Medium,2024-11-12,2024-11-16,5.7,18.5,2.0,Sarah.L
TICK1599,"Dunn, Anderson and Benjamin",Pub,WA,Menu Upload,Medium,2024-10-02,2024-10-07,1.0,35.3,,Emily.T
TICK1600,"Vargas, Edwards and Roberts",Restaurant,TAS,Payments,Medium,2024-04-07,2024-04-11,7.3,66.6,1.0,Sarah.L
TICK1601,Obrien-Keller,Cafe,VIC,Payments,High,2024-08-02,2024-08-07,5.3,53.3,,Emily.T
TICK1602,Gentry-Bowman,Bar,QLD,Technical Issue,Medium,2024-05-16,2024-05-22,3.7,50.0,3.0,John.S
TICK1603,Walton Inc,Bar,NSW,Technical Issue,Medium,2024-05-09,2024-05-14,3.8,65.9,,Mike.D
TICK1604,Stevens Ltd,Pub,NT,Menu Upload,High,2025-01-16,2025-01-18,2.4,43.6,2.0,Sarah.L
TICK1605,Carter Ltd,Bar,QLD,Technical Issue,High,2025-02-21,2025-02-28,3.9,21.5,3.0,Emily.T
TICK1606,Turner-Davis,Cafe,NT,POS Connection,Low,2025-02-12,2025-02-13,9.1,18.2,3.0,Sarah.L
TICK1607,"Graham, Gould and Watkins",Pub,ACT,POS Connection,High,2024-04-22,2024-04-29,10.5,52.7,1.0,John.S
TICK1608,Ross PLC,Cafe,WA,Technical Issue,High,2025-01-07,2025-01-11,10.2,46.2,3.0,Sarah.L
TICK1609,Patterson-Maxwell,Pub,NT,Technical Issue,Medium,2024-08-06,2024-08-11,5.9,32.5,4.0,Mike.D
TICK1610,Davidson-Curtis,Cafe,WA,POS Connection,Medium,2024-05-18,2024-05-22,9.6,46.3,3.0,Emily.T
TICK1611,Mendoza-Ellis,Bar,VIC,Payments,Medium,2024-09-16,2024-09-21,4.6,70.9,5.0,Emily.T
TICK1612,"Wilson, Graham and Curtis",Restaurant,NSW,Menu Upload,Medium,2024-03-07,2024-03-12,3.9,58.9,5.0,Tom.R
TICK1613,"Jones, Marshall and Vega",Cafe,NSW,Payments,Low,2024-04-05,2024-04-06,9.9,50.7,5.0,Tom.R
TICK1614,Richardson-Graham,Cafe,NT,Integrations,Low,2024-11-04,2024-11-05,8.2,66.2,2.0,Tom.R
TICK1615,Montoya Group,Cafe,QLD,Integrations,Low,2025-02-10,2025-02-13,1.4,45.2,4.0,John.S
TICK1616,Robertson-Woods,Bar,TAS,Payments,Medium,2024-04-22,2024-04-24,7.0,58.1,3.0,Sarah.L
TICK1617,Smith-Reese,Bar,VIC,Technical Issue,Low,2024-06-26,2024-06-30,10.1,27.9,4.0,Emily.T
TICK1618,"Cruz, White and Romero",Pub,VIC,POS Connection,Medium,2024-06-06,2024-06-10,8.2,63.1,1.0,Tom.R
TICK1619,Sosa Ltd,Cafe,VIC,Technical Issue,High,2024-06-25,2024-06-28,5.8,31.5,,Mike.D
TICK1620,Quinn-Garcia,Cafe,QLD,POS Connection,Medium,2024-07-22,2024-07-25,4.2,20.2,,Tom.R
TICK1621,Collins-Mcfarland,Restaurant,TAS,Payments,Medium,2024-03-03,2024-03-10,10.5,33.2,5.0,Mike.D
TICK1622,Wright Group,Restaurant,TAS,Menu Upload,High,2024-06-19,2024-06-22,7.0,48.6,,John.S
TICK1623,Boone and Sons,Restaurant,NT,POS Connection,Low,2024-03-15,2024-03-20,6.6,35.6,5.0,Emily.T
TICK1624,Alexander Ltd,Bar,VIC,Technical Issue,High,2024-10-01,2024-10-07,7.6,52.8,5.0,John.S
TICK1625,"Davis, Werner and Gilbert",Pub,SA,Integrations,Low,2024-03-20,2024-03-21,1.7,20.0,3.0,John.S
TICK1626,Taylor PLC  ,Pub,ACT,Payments,Medium,2024-10-15,2024-10-21,3.2,43.3,3.0,Tom.R
TICK1627,"Mendoza, Wilson and Johnson",Bar,VIC,Integrations,High,2024-04-19,2024-04-26,6.2,32.1,,Mike.D
TICK1628,Woodward-Graham,Restaurant,NT,Payments,Low,2024-11-06,2024-11-11,3.3,13.6,2.0,Tom.R
TICK1629,Wood LLC,Cafe,NSW,POS Connection,High,2024-12-05,2024-12-09,2.5,42.2,,Emily.T
TICK1630,Campbell PLC,Restaurant,WA,POS Connection,Medium,2024-10-15,2024-10-19,6.8,59.7,4.0,Sarah.L
TICK1631,Pham-Daugherty  ,Cafe,NT,Technical Issue,Low,2024-04-27,2024-05-03,11.0,24.9,3.0,Mike.D
TICK1632,Williams-Johnson,Bar,WA,POS Connection,Medium,2024-08-10,2024-08-17,6.2,70.4,4.0,Sarah.L
TICK1633,Jones Inc,Cafe,VIC,Integrations,Low,2024-03-23,2024-03-28,9.6,57.8,2.0,John.S
TICK1634,"Kim, Moore and Gallegos",Restaurant,NT,Technical Issue,Medium,2024-05-01,2024-05-04,11.8,28.0,1.0,Sarah.L
tick1635,"Hardy, Castro and Pratt",Cafe,WA,Payments,Medium,2024-10-02,2024-10-07,3.8,30.1,5.0,Sarah.L
